unique_id,ds,y,control-patchtst
mexico/employment/EB3_OW,2025-05-01,16943.0,16990.090629577637
mexico/employment/EB3_OW,2025-06-01,16974.0,16943.682565033436
mexico/employment/EB3_OW,2025-07-01,16990.0,17003.315603256226
mexico/employment/EB3_OW,2025-08-01,16990.0,17008.660829544067
mexico/employment/EB3_OW,2025-09-01,16990.0,16991.958001971245
mexico/employment/EB3_OW,2025-10-01,16997.0,16997.245886802673
mexico/employment/EB3_OW,2025-11-01,16997.0,17007.43073272705
mexico/employment/EB3_OW,2025-12-01,17014.0,17004.159253120422
mexico/employment/EB3_OW,2026-01-01,17045.0,17029.869915008545
mexico/employment/EB3_OW,2026-02-01,17045.0,17070.214990615845
mexico/employment/EB3_OW,2026-03-01,17106.0,17058.01901626587
mexico/employment/EB3_OW,2026-04-01,17106.0,17151.189693450928
mexico/employment/EB3_OW,2026-05-01,17198.0,17112.153250694275
mexico/employment/EB3_OW,2026-06-01,17198.0,17226.30497932434
mexico/employment/EB3_OW,2026-07-01,17226.0,17209.22595310211
mexico/employment/EB3_OW,2026-08-01,17257.0,17247.884784698486
mexico/employment/EB3_OW,2026-09-01,17257.0,17280.053216934204
mexico/employment/EB4,2024-10-01,16802.0,16813.087060928345
