unique_id,ds,y,control-bitcn
india/employment/EB2,2024-07-01,13680.0,13620.802480220795
india/employment/EB2,2024-08-01,13710.0,13681.892485380173
india/employment/EB2,2024-09-01,13710.0,13712.216338634491
india/employment/EB2,2024-10-01,13710.0,13712.3672144413
india/employment/EB2,2024-11-01,13710.0,13711.385520458221
india/employment/EB2,2024-12-01,13727.0,13711.031462788582
india/employment/EB2,2025-01-01,13788.0,13728.265991568565
india/employment/EB2,2025-02-01,13802.0,13791.438594341278
india/employment/EB2,2025-03-01,13849.0,13805.390988826752
india/employment/EB2,2025-04-01,13880.0,13852.548825502396
india/employment/EB2,2025-05-01,13880.0,13883.400707006454
india/employment/EB2,2025-06-01,13880.0,13883.058795928955
india/employment/EB2,2025-07-01,13880.0,13881.937696099281
india/employment/EB2,2025-08-01,13880.0,13882.604921340942
india/employment/EB2,2025-09-01,13880.0,13881.235325336456
india/employment/EB2,2025-10-01,13970.0,13882.309404373169
india/employment/EB2,2025-11-01,13970.0,13971.221935153008
india/employment/EB2,2025-12-01,14014.0,13971.186644792557
india/employment/EB2,2026-01-01,14075.0,14015.256613373756
india/employment/EB2,2026-02-01,14075.0,14076.077792048454
india/employment/EB2,2026-03-01,14137.0,14075.816855072975
india/employment/EB2,2026-04-01,14440.0,14137.984024763107
india/employment/EB2,2026-05-01,14440.0,14441.02996969223
india/employment/EB2,2026-06-01,14123.0,14441.08925974369
india/employment/EB3,2024-10-01,13819.0,13813.160930156708
india/employment/EB3,2024-11-01,13819.0,13823.683359622955
india/employment/EB3,2024-12-01,13826.0,13821.414065599442
india/employment/EB3,2025-01-01,13849.0,13829.004130840302
india/employment/EB3,2025-02-01,13863.0,13850.84869325161
india/employment/EB3,2025-03-01,13911.0,13865.302592277527
india/employment/EB3,2025-04-01,13970.0,13913.812967538834
india/employment/EB3,2025-05-01,13984.0,13972.862142562866
india/employment/EB3,2025-06-01,13984.0,13988.204357147217
india/employment/EB3,2025-07-01,13991.0,13987.756462097168
india/employment/EB3,2025-08-01,14021.0,13990.722036272287
india/employment/EB3,2025-09-01,14021.0,14020.916638053954
india/employment/EB3,2025-10-01,14113.0,14020.56052184105
india/employment/EB3,2025-11-01,14113.0,14115.0610165596
india/employment/EB3,2025-12-01,14144.0,14114.027765274048
india/employment/EB3,2026-01-01,14198.0,14145.418741703033
india/employment/EB3,2026-02-01,14198.0,14205.729316711426
india/employment/EB3,2026-03-01,14198.0,14205.680777072906
india/employment/EB3,2026-04-01,14198.0,14203.697141170502
india/employment/EB3,2026-05-01,14198.0,14204.09698009491
india/employment/EB3,2026-06-01,14228.0,14203.056341648102
india/employment/EB3,2026-07-01,14245.0,14234.23659992218
india/employment/EB3,2026-08-01,14245.0,14252.034352779388
india/employment/EB3,2026-09-01,14245.0,14252.009625911713
india/employment/EB3_OW,2024-10-01,13819.0,13813.160930156708
india/employment/EB3_OW,2024-11-01,13819.0,13823.683359622955
india/employment/EB3_OW,2024-12-01,13826.0,13821.414065599442
india/employment/EB3_OW,2025-01-01,13849.0,13829.004130840302
india/employment/EB3_OW,2025-02-01,13863.0,13850.84869325161
india/employment/EB3_OW,2025-03-01,13911.0,13865.302592277527
india/employment/EB3_OW,2025-04-01,13970.0,13913.812967538834
india/employment/EB3_OW,2025-05-01,13984.0,13972.862142562866
india/employment/EB3_OW,2025-06-01,13984.0,13988.204357147217
india/employment/EB3_OW,2025-07-01,13991.0,13987.756462097168
india/employment/EB3_OW,2025-08-01,14021.0,13990.722036272287
india/employment/EB3_OW,2025-09-01,14021.0,14020.916638053954
india/employment/EB3_OW,2025-10-01,14113.0,14020.56052184105
india/employment/EB3_OW,2025-11-01,14113.0,14115.0610165596
india/employment/EB3_OW,2025-12-01,14144.0,14114.027765274048
india/employment/EB3_OW,2026-01-01,14198.0,14145.418741703033
india/employment/EB3_OW,2026-02-01,14198.0,14205.729316711426
india/employment/EB3_OW,2026-03-01,14198.0,14205.680777072906
india/employment/EB3_OW,2026-04-01,14198.0,14203.697141170502
india/employment/EB3_OW,2026-05-01,14198.0,14204.09698009491
india/employment/EB3_OW,2026-06-01,14228.0,14203.056341648102
india/employment/EB3_OW,2026-07-01,14245.0,14234.23659992218
india/employment/EB3_OW,2026-08-01,14245.0,14252.034352779388
india/employment/EB3_OW,2026-09-01,14245.0,14252.009625911713
india/family/F1,2024-10-01,14904.0,14904.531038582325
india/family/F1,2024-11-01,14904.0,14904.401985436678
india/family/F1,2024-12-01,14904.0,14904.398412644863
india/family/F1,2025-01-01,14935.0,14904.416097134352
india/family/F1,2025-02-01,14935.0,14935.397679775953
india/family/F1,2025-03-01,14935.0,14935.459461301565
india/family/F1,2025-04-01,15049.0,14935.360568195581
india/family/F1,2025-05-01,15049.0,15049.654076695442
india/family/F1,2025-06-01,15134.0,15049.452280789614
india/family/F1,2025-07-01,15171.0,15134.665374994278
india/family/F1,2025-08-01,15171.0,15171.541311562061
india/family/F1,2025-09-01,15171.0,15171.526193976402
india/family/F1,2025-10-01,15287.0,15171.568287193775
india/family/F1,2025-11-01,15287.0,15287.672681033611
india/family/F1,2025-12-01,15287.0,15287.619942128658
india/family/F1,2026-01-01,15287.0,15287.764383912086
india/family/F1,2026-02-01,15287.0,15287.665948092937
india/family/F1,2026-03-01,15287.0,15287.617633461952
india/family/F1,2026-04-01,15461.0,15287.631044149399
india/family/F1,2026-05-01,15584.0,15461.795628547668
india/family/F1,2026-06-01,15584.0,15584.793236017227
india/family/F1,2026-07-01,15737.0,15584.77836072445
india/family/F1,2026-08-01,16054.0,15738.095658540726
india/family/F1,2026-09-01,16457.0,16055.193355321884
india/family/F2A,2024-10-01,17127.0,17150.184144973755
india/family/F2A,2024-11-01,17167.0,17156.885807037354
india/family/F2A,2024-12-01,17167.0,17197.124082565308
india/family/F2A,2025-01-01,17167.0,17196.45389175415
india/family/F2A,2025-02-01,17167.0,17196.73557472229
india/family/F2A,2025-03-01,17167.0,17196.709632873535
india/family/F2A,2025-04-01,17167.0,17196.644826889038
india/family/F2A,2025-05-01,17167.0,17196.18404006958
india/family/F2A,2025-06-01,17167.0,17194.137550354004
india/family/F2A,2025-07-01,17410.0,17173.85048675537
india/family/F2A,2025-08-01,17410.0,17419.0263671875
india/family/F2A,2025-09-01,17410.0,17410.97239589691
india/family/F2A,2025-10-01,17928.0,17410.986500620842
india/family/F2A,2025-11-01,17928.0,17927.94227102399
india/family/F2A,2025-12-01,17928.0,17933.374846458435
india/family/F2A,2026-01-01,17928.0,17933.038711071014
india/family/F2A,2026-02-01,17928.0,17932.330947875977
