unique_id,ds,y,deepar-robust-levels
india/employment/EB1,2025-01-01,17198.0,17243.25
india/employment/EB1,2025-02-01,17198.0,17222.79
india/employment/EB1,2025-03-01,17198.0,17222.52
india/employment/EB1,2025-04-01,17212.0,17216.541
india/employment/EB1,2025-05-01,17212.0,17224.611
india/employment/EB1,2025-06-01,17212.0,17243.312
india/employment/EB1,2025-07-01,17212.0,17215.941
india/employment/EB1,2025-08-01,17212.0,17214.742
india/employment/EB1,2025-09-01,17212.0,17213.527
india/employment/EB1,2025-10-01,17212.0,17213.824
india/employment/EB1,2025-11-01,17212.0,17214.02
india/employment/EB1,2025-12-01,17240.0,17213.432
india/employment/EB1,2026-01-01,17563.0,17235.389
india/employment/EB1,2026-02-01,17563.0,17288.375
india/employment/EB1,2026-03-01,17591.0,17304.03
india/employment/EB1,2026-04-01,17622.0,17308.848
india/employment/EB1,2026-05-01,17622.0,17312.895
india/employment/EB1,2026-06-01,17515.0,17318.434
india/employment/EB1,2026-07-01,17454.0,17307.117
india/employment/EB1,2026-08-01,17454.0,17499.977
india/employment/EB1,2026-09-01,17454.0,17462.777
india/employment/EB2,2024-07-01,13680.0,13641.13
india/employment/EB2,2024-08-01,13710.0,13670.113
india/employment/EB2,2024-09-01,13710.0,13728.952
india/employment/EB2,2024-10-01,13710.0,13727.173
india/employment/EB2,2024-11-01,13710.0,13732.259
india/employment/EB2,2024-12-01,13727.0,13721.361
india/employment/EB2,2025-01-01,13788.0,13740.406
india/employment/EB2,2025-02-01,13802.0,13793.85
india/employment/EB2,2025-03-01,13849.0,13829.591
india/employment/EB2,2025-04-01,13880.0,13867.194
india/employment/EB2,2025-05-01,13880.0,13901.293
india/employment/EB2,2025-06-01,13880.0,13908.048
india/employment/EB2,2025-07-01,13880.0,13902.691
india/employment/EB2,2025-08-01,13880.0,13894.969
india/employment/EB2,2025-09-01,13880.0,13900.461
india/employment/EB2,2025-10-01,13970.0,13900.695
india/employment/EB2,2025-11-01,13970.0,13977.396
india/employment/EB2,2025-12-01,14014.0,14003.139
india/employment/EB2,2026-01-01,14075.0,14029.398
india/employment/EB2,2026-02-01,14075.0,14093.953
india/employment/EB2,2026-03-01,14137.0,14106.25
india/employment/EB2,2026-04-01,14440.0,14159.262
india/employment/EB2,2026-05-01,14440.0,14406.098
india/employment/EB2,2026-06-01,14123.0,14522.397
india/employment/EB3,2024-10-01,13819.0,13831.76
india/employment/EB3,2024-11-01,13819.0,13832.979
india/employment/EB3,2024-12-01,13826.0,13837.038
india/employment/EB3,2025-01-01,13849.0,13837.1
india/employment/EB3,2025-02-01,13863.0,13859.748
india/employment/EB3,2025-03-01,13911.0,13882.652
