unique_id,ds,y,deepar-legacy
india/employment/EB3,2025-01-01,13849.0,13838.016
india/employment/EB3,2025-02-01,13863.0,13881.887
india/employment/EB3,2025-03-01,13911.0,13909.168
india/employment/EB3,2025-04-01,13970.0,13957.521
india/employment/EB3,2025-05-01,13984.0,14026.875
india/employment/EB3,2025-06-01,13984.0,14014.838
india/employment/EB3,2025-07-01,13991.0,14033.363
india/employment/EB3,2025-08-01,14021.0,14010.25
india/employment/EB3,2025-09-01,14021.0,14060.459
india/employment/EB3,2025-10-01,14113.0,14071.848
india/employment/EB3,2025-11-01,14113.0,14156.6875
india/employment/EB3,2025-12-01,14144.0,14133.156
india/employment/EB3,2026-01-01,14198.0,14180.764
india/employment/EB3,2026-02-01,14198.0,14229.472
india/employment/EB3,2026-03-01,14198.0,14226.906
india/employment/EB3,2026-04-01,14198.0,14195.662
india/employment/EB3,2026-05-01,14198.0,14206.309
india/employment/EB3,2026-06-01,14228.0,14197.803
india/employment/EB3,2026-07-01,14245.0,14237.348
india/employment/EB3,2026-08-01,14245.0,14244.997
india/employment/EB3,2026-09-01,14245.0,14240.26
india/employment/EB3_OW,2024-10-01,13819.0,13856.18
india/employment/EB3_OW,2024-11-01,13819.0,13847.07
india/employment/EB3_OW,2024-12-01,13826.0,13850.475
india/employment/EB3_OW,2025-01-01,13849.0,13879.086
india/employment/EB3_OW,2025-02-01,13863.0,13882.807
india/employment/EB3_OW,2025-03-01,13911.0,13901.492
india/employment/EB3_OW,2025-04-01,13970.0,13973.881
india/employment/EB3_OW,2025-05-01,13984.0,14020.656
india/employment/EB3_OW,2025-06-01,13984.0,14018.058
india/employment/EB3_OW,2025-07-01,13991.0,14006.668
india/employment/EB3_OW,2025-08-01,14021.0,14036.955
india/employment/EB3_OW,2025-09-01,14021.0,14041.87
india/employment/EB3_OW,2025-10-01,14113.0,14046.0625
india/employment/EB3_OW,2025-11-01,14113.0,14127.371
india/employment/EB3_OW,2025-12-01,14144.0,14140.96
india/employment/EB3_OW,2026-01-01,14198.0,14174.571
india/employment/EB3_OW,2026-02-01,14198.0,14236.984
india/employment/EB3_OW,2026-03-01,14198.0,14214.908
india/employment/EB3_OW,2026-04-01,14198.0,14215.797
india/employment/EB3_OW,2026-05-01,14198.0,14184.28
india/employment/EB3_OW,2026-06-01,14228.0,14179.429
india/employment/EB3_OW,2026-07-01,14245.0,14240.542
india/employment/EB3_OW,2026-08-01,14245.0,14246.42
india/employment/EB3_OW,2026-09-01,14245.0,14248.338
india/family/F1,2024-10-01,14904.0,14855.634
india/family/F1,2024-11-01,14904.0,14809.479
india/family/F1,2024-12-01,14904.0,14879.783
india/family/F1,2025-01-01,14935.0,14910.547
india/family/F1,2025-02-01,14935.0,14940.387
india/family/F1,2025-03-01,14935.0,14936.336
india/family/F1,2025-04-01,15049.0,14934.207
india/family/F1,2025-05-01,15049.0,15084.848
india/family/F1,2025-06-01,15134.0,15076.799
india/family/F1,2025-07-01,15171.0,15191.631
india/family/F1,2025-08-01,15171.0,15226.487
india/family/F1,2025-09-01,15171.0,15171.598
india/family/F1,2025-10-01,15287.0,15174.777
india/family/F1,2025-11-01,15287.0,15366.271
india/family/F1,2025-12-01,15287.0,15301.628
india/family/F1,2026-01-01,15287.0,15309.778
india/family/F1,2026-02-01,15287.0,15297.742
india/family/F1,2026-03-01,15287.0,15264.125
india/family/F1,2026-04-01,15461.0,15287.701
india/family/F1,2026-05-01,15584.0,15529.334
india/family/F1,2026-06-01,15584.0,15672.354
india/family/F1,2026-07-01,15737.0,15664.809
india/family/F1,2026-08-01,16054.0,15841.249
india/family/F1,2026-09-01,16457.0,16191.74
india/family/F2A,2024-10-01,17127.0,17145.445
india/family/F2A,2024-11-01,17167.0,16990.586
india/family/F2A,2024-12-01,17167.0,17083.043
india/family/F2A,2025-01-01,17167.0,17265.273
india/family/F2A,2025-02-01,17167.0,17293.867
india/family/F2A,2025-03-01,17167.0,17286.984
india/family/F2A,2025-04-01,17167.0,17266.637
